path,start_line,end_line,kind,declared_purpose,actual_behavior,origin_alignment,utility,status,recommended_action,evidence
crates/beagle-transcend/src/consciousness.rs,406,426,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,427,434,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,435,438,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,439,439,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,440,445,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,446,474,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,475,508,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,509,524,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,525,541,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,542,566,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,567,595,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,596,610,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,611,623,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,624,639,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,640,644,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,645,653,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,654,658,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,659,659,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,660,666,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,667,677,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,678,679,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,680,680,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
